,Tytuł,Kliknięcia linku
3196,"Quiz wiedzy o Księżycu. Czwarte pytanie was zaskoczy, ale najtrudniejsze jest piąte ",1020
3197,"Wydaje ci się, że dobrze znasz Polskę? Miłośnicy gór mają łatwiej w tym quizie",616
3198,"Trzy słowa. Skojarzysz, co je łączy? O komplet powalczą najlepsi",21170
3199," Najsłynniejsze Polki w historii. Jeśli ich nie kojarzysz, lepiej się do tego nie przyznawaj ",37864
3200,"Każdy zna baśnie Andersena. Rozpoznasz po trzech słowach, o którą pytamy?",1618
3201,"Ekstremalny quiz o zwierzętach. My podajemy gatunek, wy zgadujecie kontynent, na którym żyje",1546
3202,"Podajemy trzy słowa, wy zgadujecie filmowych bohaterów. Uwaga, 5. pytanie najtrudniejsze",2225
3203,"Jeśli z lekcji historii nie pamiętasz nawet tego, to nie ma już dla ciebie nadziei ",1884
3204,"To najpopularniejszy owoc, a wasze wyniki nie powalają. Co z wami?",9779
3205,"Co wiesz o Afryce? Przyda się erudycja, średnio zdobywacie tylko 60 proc. punktów",13051
3206,"Lubisz słodkości? Odgadnij, skąd pochodzi ten deser i pobij 5/10",890
3207,5 szybkich pytań. Jak zdobędziesz 5/5 punktów - przechodzisz na wyższy poziom ,5162
3208,Tylko prawdziwe mole książkowe mają szansę na komplet punktów w tym quizie,1490
3209,Czy będzie ci do śmiechu po rozwiązaniu tego quizu? Sprawdź to ,25114
3210,"Podajemy trzy osoby z tymi samymi imionami, wy dobieracie czwartą. Proste? Nie do końca",4539
3211,"Znasz tytuły książek, czy tylko tak ci się wydaje? Prosty quiz, a średnia tylko 6/10",2494
3212,Kraj Wschodzącego Słońca to poetyckie określenie: a) Chin; b) Grecji; c) Japonii,1143
3213,W tym quizie mężczyźni są teoretycznie na straconej pozycji. Zaskoczycie nas?,3560
3214,Tylko prawdziwi miłośnicy kuchni mają szansę na komplet punktów w tym quizie,933
3215,W naszym rajskim quizie nie łatwo zdobyć komplet punktów. Podejmiesz wyzwanie? ,28070
3216,"Nie jest łatwo was zagiąć, ale nie poddajemy się. Powalczycie o komplet punktów?",4307
3217,Te programy przyciągały przed ekrany miliony. Pamiętasz je jeszcze?,78147
3218,"Trzy słowa, jedna kategoria: postacie fikcyjne. Podołasz? Średnia 11/17 ",1714
3219,Doskonale znasz zasady ortografii? Mówimy: sprawdzam! ,3550
3220,W latach 90. były obiektami marzeń. Masz je jeszcze w szafie?  ,1557
3221,Pamiętasz hity lat 90.? Kiedyś te piosenki śpiewali wszyscy ,2454
3222,"Myślisz, że znasz znaczenia tych słów? Możesz się zdziwić ",5896
3223,Poznasz kraje po obrysie? To quiz tylko dla geograficznych orłów ,938
3224,"To po prostu quiz o zawodach, ale niewielu zdobywa komplet punktów. Zaimponujesz wiedzą? ",2634
3225,"Jeśli nie żyłeś w przedwojennej stolicy, masz małe szanse na komplet punktów",23465
3226,"Trzy słowa, jedna baśń. Odgadniesz, o którą pytamy? Komplet tylko dla najlepszych",3791
3227,Cośrodowe wyzwanie dla erudytów. Tylko najlepsi triumfują,1695
3228,"Znasz regionalne jedzenie, a może tylko ci się tak wydaje? Ten quiz pokaże, jak jest naprawdę ",6573
3229,W tym quizie może ocalić cię tylko solidna wiedza. Albo szczęście. Inaczej nie masz szans ,2516
3230,"Na mapie są trzy kropki, jedna wskazuje poprawną odpowiedź. Zgadniesz która? Średnia 8/14 ",1284
3231,Quiz dla kombinatorów. Braki w wiedzy da się w nim zastąpić sprytem,17953
3232,"Rozpoznasz, gdzie znajdują się te zabytki? To quiz dla ambitnych ",7886
3233,"""Jestem sobie mały miś, gruby miś..."" W której bajce usłyszysz tę piosenkę?",2559
3234,"Te ubrania były popularne w PRL-u, dziś trochę o nich zapomnieliśmy. O co pytamy? ",2348
3235,"Kochanowski napisał ""Treny"" po śmierci córki: a) Urszuli; b) Katarzyny; c) Anny ",3839
3236,Quiz historyczny bez znajomości dat? Da się. Trzeba tylko pokombinować ,1092
3237,"Wiesz, co znaczy, że ktoś ""dostał apopleksji""? Sprawdź swoją wiedzę w nietypowym quizie ",2362
3238,Quiz - Wielki quiz wiedzy kulinarnej o Wielkanocy. Co ty o niej wiesz? - Gazeta.pl I Haps.pl,1782
3239,"Quiz - Pytamy tylko o państwa, które znajdują się w Europie. Jak ci pójdzie z takim quizem geograficznym? - Gazeta.pl",2362
3240,Mapa Polski. Większość z was odpadnie już na 3. pytaniu. Podejmiesz wyzwanie?,4892
3241,"Copiątkowe wyzwanie dla ambitnych. Pokażcie, na co was stać",1921
3242,Ekstremalny to nie przelewki. Tu komplet punktów zdobędą tylko wybitni,1701
3243,Skąd pochodzi twoje imię? Wiesz? W tym quizie niełatwo zdobyć komplet,2912
3244,Te filmy to polska duma. Kojarzysz wszystkie? 10/10 dla prawdziwych kinomaniaków,2946
3245,"Te przedmioty pewnie znacie, ale nie jesteśmy pewni, czy wiecie, jak się nazywają",4599
3246,W którym województwie znajduje się ta miejscowość? Sprawdź się z geografii ,1431
3247,"Kim była “żelazna dama”? A “król Słońce”? Sprawdź, czy potrafisz dopasować osobę do przydomka ",2246
3248,"Znasz się na mapach? A odgadniesz, które państwo zaznaczyliśmy? Średnia 7/11",1263
3249,"Mity to twoja pięta achillesowa czy wręcz przeciwnie? Pokaż, czy się znasz ",873
3250,Ekstremalny to nie żarty. Poradzisz sobie z najtrudniejszym quizem tygodnia?,26590
3251,Poznasz zwierzę po... łapkach? To wcale nie jest taki łatwy quiz ,1027
3252," O drewnianym pajacyku na pewno słyszałeś, ale co jeszcze pamiętasz z ""Pinokia""? ",10639
3253,"Oglądasz ""Na dobre i na złe""? Tylko fani serialu poradzą sobie z tymi pytaniami",1741
3254,Kiedy obchodzimy andrzejki? A Dzień Dziadka? W tym quizie przyda się doskonała pamięć,2860
3255,"Te piosenki na pewno gdzieś słyszałeś, ale czy pamiętasz ich słowa? Sprawdzamy ",1837
3256,"Wiesz, czym zajmuje się zdun? To masz jeden punkt. Zdobędziesz więcej?",9621
3257,Copiątkowe wyzwanie dla umysłu. Odpowiesz na 10 trudnych pytań z wiedzy ogólnej? ,2689
3258,"My podajemy ci dwa przeboje filmowe. Wybierz, który z nich miał premierę wcześniej",787
3259,"Trzy słowa, jedna kategoria: dzieciństwo. Odgadniesz wszystkie hasła?",1947
3260,Ekstremalna rozrywka tylko dla ambitnych. Odpowiesz na pytania czytelników? ,2058
3261,"Zapożyczenia z niemieckiego. Używasz tych słów na co dzień, ale czy wiesz, co oznaczają? ",1928
3262,"Quiz wiedzy ogólnej, kategoria: taniec. Wcale nie musisz być tancerzem, żeby zdobyć komplet",1725
3263,Trzy słowa - co je łączy? Quiz logiczny. Sprawdź stan szarych komórek,35829
3264,"To najtrudniejszy quiz o polskich miastach, jaki zrobiliśmy. Pytamy o miejskie flagi",3796
3265,Te bajki prawie każdy zna. Ale czy rozpoznasz czarny charakter? Średnia 8/15 ,2505
3266,"Ten szybki test sprawdzi, jak dobrze znasz polskie miasta ",1040
3267,"Jeśli brak ci dzisiaj humoru, to ten quiz powinienem poprawić twój nastrój! Pytamy o kabarety",2029
3268,"W tym quizie pytamy tylko o miasta na literę Z. To ułatwienie, czy wręcz przeciwnie? ",1940
3269,Lata 60. to dla ciebie odległa epoka? Nie rozwiążesz tego quizu,2307
3270,W tym quizie historycznym liczy się nie tylko wiedza. Dodasz imię do nazwiska? ,4033
3271,"Lubisz polskie seriale? Komplet punktów to twój obowiązek. Pamiętasz ""Bulionerów""?",1577
3272,"Wiesz, skąd znasz tę postać? Pytamy o bohaterów filmów i seriali ",5666
3273,"W tym quizie pytamy tylko o... układy. Sprawdź, jak sobie poradzisz ",8937
3274,Kategoria: ogień. Na te pytania odpowie tylko osoba o szerokiej wiedzy ,2003
3275,Od dawna nie słuchasz Big Cyca? W tym quizie i tak zdobędziesz punkty ,6944
3276,Polacy wypoczywają tutaj od lat. Poznasz miejscowość wypoczynkową na zdjęciu? ,1412
3277,"12 trudnych wyrazów na literę K, które znają erudyci. Sprawdź się!",4728
3278,Chłopaki nie płaczą - co pamiętasz z tego kultowego filmu? Do pobicia 7/10,992
3279,"""Nie chce mi się z tobą gadać"". Jeśli pamiętasz, w którym filmie padają te słowa, to masz już punkt",2093
3280,W tym zestawie pytań trzeba wykazać się znajomością geografii i historii. Poradzisz sobie? ,943
3281,Jesteś asem z wiedzy o PRL-u? Musisz mieć co najmniej 11/13,53963
3282,Pytamy o wieś w kultowych filmach i serialach. Pobijesz średnią 6/12? ,3553
3283,"Biały. Quiz wiedzy ogólnej. Jeśli masz szeroką wiedzę, to z łatwością pobijesz średnią 10/15",1091
3284,"Quiz wiedzy ogólnej o mężczyznach. Niby temat bliski, a poprawnie odpowiadacie na 60 proc. pytań",1742
3285,"""Naprawiacze"" świata. Pamiętasz słynnych bohaterów książek i filmów? ",1751
3286,Poradzisz sobie w quizie o górach? To powinna być bułka z masłem! ,1078
3287,"15 słów, które powinniście znać każdy, kto uczył się kiedykolwiek angielskiego",1747
3288,10 pytań na logikę. Chcesz komplet punktów? Tutaj trzeba inteligencji i bystrości ,24006
3289,"Jeśli żyłeś w czasach PRL-u, powinieneś pamiętać te liczby. Dla niektórych to zbyt trudne",4333
3290,"Potrafisz odróżnić prawdę od fałszu? Sprawdź, czy masz szanse na komplet ",22674
3291,"Dogadasz się z nastolatkiem? Sprawdź, czy rozumiesz, co do ciebie mówi",18519
3292,"To zadania dla uczniów trzeciej klasy podstawówki, a wy nie zdobywacie nawet dziesięciu punktów",3593
3293,Dopasujesz tytuły filmów do ich tłumaczeń? Bez filmowego obycia nie licz na 12/12,1899
3294,"Podwójnie trudny quiz dla bystrych. Musisz znać odpowiedź, ale także domyślić się pytania ",1668
3295,Żadne czary-mary nie pomoże Ci zdobyć kompletu punktów w tym quizie. Pobij chociaż 7/15,11412
3296,"Co oznaczają te przysłowia? Im jesteś straszy, tym masz większe szanse na komplet punktów",7724
3297,"Ten quiz rozwiążą tylko poligloci. Wiesz, z którego kraju pochodzą te słowa",1665
3298,Milenijny quiz. Co pamiętasz z 2000 roku? To się okaże,9633
3299,"Ten quiz wiedzy ogólnej wymaga dobrego oka. Jeśli nie poradzisz sobie z pytaniami, to przynajmniej popatrzysz",2157
3300,"Jak dyktando, to tylko maksymalna liczba punktów! Poradzisz sobie? ",5814
3301,"25 proc. z Was poddaje się na pytaniu o owoce zbierane przez bohaterki ""Balladyny""",5644
3302,"12 pytań o wypieki. Zdjęcia mają ułatwić zadanie, ale czy to wystarczy? Średnia 8/12",1927
3303,"Ich Troje nie jest wśród twoich ulubionych zespołów? Sądzimy, że i tak znasz teksty ich piosenek",22736
3304,Masz wszechstronną wiedzę? To w tym quizie masz szansę na komplet punktów ,7354
3305,"Jeśli nie znasz tych dzieł, to nawet się nie przyznawaj! Pytamy o słynne obrazy ",13223
3306,Pytamy o sztuki walki. Na 10. pytanie odpowiada tylko 30 proc. z Was,635
3307,"My podajemy trzy tytuły filmów, ty wskaż aktora, który zagrał we wszystkich? Łatwe? Oj, niekoniecznie",2210
3308,Quiz dla prawdziwych kinomaniaków. Tylko jeśli oglądasz dużo filmów masz szansę na komplet,851
3309,"Oglądałeś ""Bezsenność w Seattle""? A ""Śmierć w Wenecji""? Pytamy o filmy z miastem w tytule",561
3310,W tym quizie komplet punktów zdobędą nieliczni. Pytamy o państwa na literę K ,1808
3311,Środa? To czas na cośrodowy quiz wiedzy ogólnej. Jak Wam dziś pójdzie? ,10392
3312,"Znasz historię Polski? Sprawdź, czy wystarczająco dobrze, żeby zdobyć 11/11",14801
3313,"Nie wszystko złoto, co się świeci. Dziś przepytamy Cię z wiedzy ogólnej. Kategoria: złoto",1273
3314,Te seriale w latach 90. przyciągały przed ekrany tłumy. Co z nich pamiętasz?,3708
3315,"Też chciałeś mieć zaczarowany ołówek? Pytamy o magiczne przedmioty, a średnia tylko 6/13 ",985
3316,"13 faktów z historii najnowszej, które powinieneś znać. Średnio zdobywacie 8 punktów",12118
3317,"W tym quizie możesz pomarzyć o dobrym wyniku, bo pytamy o słynnych marzycieli ",866
3318,"Radość. Quiz wiedzy ogólnej. Wydaje się prosty, ale pytania Cię zaskoczą ",1710
3319,"Wiesz, kto ma błękitną krew? Niektórzy mylą się na tym pytaniu. Średnia 7/11 ",2982
3320,Morski quiz. Tutaj musisz popisać się wiedzą z geografii świata? ,1299
3321,30 lat temu wszyscy śpiewaliśmy te piosenki! Czy jeszcze pamiętasz te teksty?,5421
3322,Zdobędziesz komplet punktów w quizie o srebrze? 5. pytanie jest naprawdę trudne ,871
3323,"Najsłynniejsze pary. Sprawdź, czy pamiętasz, do kogo mieli słabość bohaterowie książek",2197
3324,Umiałbyś się zachować w restauracji? Czy na pewno?,2698
3325,Pytamy o odmianę nazwisk przez przypadki. Pobijesz średnią 7/11? ,1070
3326,To prawdziwa czy zmyślona nazwa zespołu muzycznego? Dasz się nabrać? ,10535
3327,"Dostajesz wskazówki, musisz powiedzieć, o które miasto pytamy. Uważaj, żeby się nie pogubić",865
3328,"Quiz, którego nie ma. Tylko otwarty umysł pozwoli Ci przebrnąć przez te pytania",4162
3329,"Dobrze znasz polskie miasta? Sprawdź, czy rozpoznasz je na tych zdjęciach ",1526
3330,Testujemy podstawową wiedzę z historii i geografii. Średnia 12/15,1866
3331,"Znasz piosenki Alicji Majewskiej, czy tylko tak ci się wydaje? Sprawdzamy! ",2197
3332,"Rano: quiz wiedzy ogólnej. Za dużo od Was wymagamy, bo średnia tylko 8/15",8034
3333,11 pytań o piosenki polskich boysbandów. Poradzisz sobie? ,1285
3334,Copiątkowe wyzwanie dla tęgich umysłów. Zdobędziesz 10/10?,17291
3335,"Jeżeli uważasz się za mistrza geografii, to w tym quizie ze stolic musisz mieć 13/13 ",1062
3336,"To pytania, z którymi mierzą się uczniowie na Olimpiadzie Cyfrowej. Sprawdź się!",218
3337,Zaznaczyliśmy kilka państw na mapie. Odgadniesz które? ,894
3338,"Co oznacza frazeologizm ""niedźwiedzia przysługa""? Wiesz? Masz już pierwszy punkt",1560
3339,"Jeśli odpowiesz na te pytania o nocne zwierzęta, możesz siebie uznać za znawcę przyrody",1431
3340,Quiz wiedzy ogólnej na literę A. Połowa z Was nie zna odpowiedzi na 1. pytanie,3144
3341,"Jesteś bardziej kinomaniakiem czy smakoszem? Sprawdź, czy rozpoznasz film po kadrze z jedzeniem! ",1560
3342,Jako dziecko znałeś wszystkie podwórkowe rymowanki? Czy jeszcze je pamiętasz? ,5657
3343,"Podajemy nazwę badania, ty mówisz, o co w nim chodzi. Średnio zdobywacie 7 punktów",1765
3344,"""Gdy nie ma w domu dzieci, to jesteśmy..."" - dokończysz? To masz już jeden punkt, zdobądź więcej! ",16775
3345,"Te osoby powinieneś znać, ale czy tak będzie? Pytamy o nazwiska na literę D ",3708
3346,"Połowa z Was nie wie, czym jest szyfoniera. Udowodnij, że znasz nazwy mebli",13733
3347,"Poradzisz sobie z podwójnie trudnym quizem? Najpierw domyśl się pytania, a potem odpowiadaj ",1970
3348,"Jeśli byłeś dzieckiem w czasach PRL, na pewno pamiętasz te smaki ",2801
3349,"Te wierszyki znają już przedszkolaki, tylko kto je napisał - Julian Tuwim czy Jan Brzechwa? Rozpoznaj po fragmencie ",6183
3350,Prawda czy fałsz? Jeśli lubisz jeść (i gotować) w tym w quizie nie powinieneś mieć żadnych problemów,2702
3351,Kwiaty. Quiz wiedzy ogólnej. Pobijesz 10/15? Nie będzie łatwo,3501
3352,Geografię masz w małym palcu? To w tym quizie na skojarzenia powinieneś mieć komplet ,1785
3353,"Masz trochę wiedzy o świecie?  Jeśli tak, to będziesz znał te tradycyjne słodycze ",1143
3354,Serialowa Rodzinka.pl to: a) Boscy; b) Lipscy; c) Kowalscy; Proste? Dalej będzie już trudniej,1669
3355,"Słynni wąsacze. Żeby rozpoznać, o których pytamy, musisz dobrze kojarzyć ",1480
3356,"Dasz radę rozpoznać baśń po cytacie? Przekonaj się, czy to nie będzie zbyt trudne",4640
3357,"Kiedyś te słowa były powszechne. Dziś już wyszły z użycia. A ty, wiesz, co znaczą? ",3085
3358,Słynne cytaty z książek. Oczytani je rozpoznają. Sprawdź się! ,2526
3359,"Tylko jeśli korzystasz z internetu dłużej niż 15 lat, masz szansę na komplet punktów",797
3360,Ten quiz z granic Polski wymaga usystematyzowanej wiedzy. Czy przebijesz 9/15?,2249
3361,Pytamy o zapożyczenia z języka włoskiego. W tym quizie poradzą sobie tylko poligloci,1423
3362,"Pytania są proste, ale zdobyć komplet punktów nie będzie łatwo. Sprawdź, czy jesteś kulinarnym mistrzem ",2106
3363,Jaki jest język urzędowy tych krajów? Trudny quiz językowo-geograficzny ,862
3364,Znasz zasady interpunkcji? Na komplet punktów w tym quizie mogą liczyć mistrzowie języka polskiego,425
3365,W tym pomarańczowym quizie każdy wynik powyżej 10/13 będzie zaskoczeniem,3055
3366,Rozpoznasz aktora na zdjęciu sprzed lat? Pytamy o filmowe debiuty,5613
3367,"My podajemy trzy tytuły, ty wskaż wykonawcę. Poradzisz sobie? ",8571
3368,"Popkulturalny quiz na literę N. Poradzisz sobie, jeśli masz rozległą wiedzę ",16447
3369,Quiz wiedzy przyrodniczej na literę N. Pobijesz średnią 9/12? ,1453
3370,Rozpoznasz kultowe polskie seriale po jednym kadrze? Sprawdź się,8111
3371,"Lata 90. w polityce były bardzo gorące. Sprawdź, co pamiętasz z tamtych czasów!",892
3372,Każdy Polak zna to nazwisko. Wiedza o tym muzyku to patriotyczny obowiązek,2548
3373,"12 pytań z wiedzy geograficznej na literę ""L"". Poradzisz sobie z tym zadaniem?",1723
3374,"Podajemy dwa miasta, ty powiedz, co je łączy. Zdobędziesz komplet?",3090
3375,Pozycja w jodze czy w seksie? Spróbuj odgadnąć po samej nazwie,329
3376,"14 rzeczy o Francji, które wie każda wykształcona osoba. Pobijesz średnią 11/14?",1882
3377,"Dziś nietypowy cośrodowy. Wiedza ogólna, ale pytamy tylko o to, co związane z jedną literą ",15328
3378,"Jeśli wiesz, co znaczy ""carpe diem"", masz szansę na pierwszy punkt. Pytamy o łacinę",1162
3379,"15 faktów o Powstaniu Warszawskim, które każdy wykształcony Polak powinien znać ",6923
3380,Rozpoznasz polskich aktorów na zdjęciach z młodości? Komplet zdobędą tylko kinomaniacy ,5940
3381,Do baśniowej krainy Narnii dzieci przechodziły przez: a) szafę; b) drzwi piwnicy; c) portal? ,943
3382,"""Polak, Węgier, dwa bratanki...""? Sprawdź, czy znasz słowa, które przyszły do Polski z Węgier ",1095
3383,"Co ty wiesz o świecie? Na te pytania odpowiesz, jeśli uważałeś na WOS-ie ",1274
3384,"Myślisz, że jesteś dobrym kierowcą? To kto tu ma pierwszeństwo?",6877
3385,"Oglądałeś ""Jasia Fasolę""? Jeśli tak, to masz szansę na komplet punktów",1094
3386,"Wiesz, w którym programie pojawiła się piosenka ""Łapy, łapy, cztery łapy""?",1801
3387,Pytamy tylko o państwa na literę A. Zdobędziesz komplet punktów? ,14699
3388,"Wiesz, który ssak jest największy? Najtrudniejsze w tym quizie jest 10. pytanie",1676
3389,Quiz geograficzny na literę B. Poradzisz sobie z tym wyzwaniem?,9686
3390,"Dasz rade dogadać się z prawdziwym Ślązakiem czy nie? Sprawdź, czy rozumiesz słówka",2076
3391,Czas na małe dyktando. Poradzisz sobie lepiej od uczniów podstawówki? Średnia 12/15 ,2307
3392,"W tym quizie większe szanse mają ci, którzy oglądają bajki dla dzieci. Znasz tych bohaterów?",971
